tweets,id
"wow ultraviolet womensmarch respons trend whyididntreport america I spoken",566
"read stori women u2019t report assault hit hard n nmi daughter could end situat like break heart societi blame ignor n nit also piss n n metoo whyididntreport",567
"becaus never happen n christin blasey ford n n whyididntreport",568
"I experienc attempt sexual assault I 13 I far embarrass tell anyon even parent My failur report might endang girl I SO veri embarrass whyididntreport respectvictim respectgirl girl women womenshealth http co yp8cmakvgi",569
"It best friend time said bad thing would happen told anyon I 8 year old whyididntreport",570
"boyfriend whyididntreport",571
"whyididntreport when I told love parent happen said I rape sinc I date sex fuck http co ml0eavo3ex",572
"whyididntreport I figur nobodi would believ physic evid help case amp I knew I would treat like supsect sexual assualt survivor",573
"whyididntreport between age 4 6 I molest amp abus older boy live next door they told mom u2019t care b c slut like n nwhen I 17 I assault twice within matter week By I figur I u2019d slut like",574
"alyssa_milano realdonaldtrump constant shame humili around women fear group parti fear intimaci It 20 year I start talk I say anyth I alreadi victim blame author school church bulli whyididntreport",575
"N entendo oq xe9 passar por isso ma minha amiga foi assedia por um professor meu col xe9gio um dia ela n xe3o aguent e contou pra diretora xf3 q ela n xe3o acredit e espalh boato falso pela escola whyididntreport",576
"So republican senjudiciari want turn hear kangaroo court whyididntreport Cc joemanchinwv sendonnelli senatortest senatorheitkamp jeffflak senbobcork bensass senatorcollin lisamurkowski senategop senatedem judiciarydem http co sll1ugcbm7",577
"whyididntreport the first time I 2 the second time I 19 I drug It took mani year recal event clearli begin heal",578
"My ex husband US usarmi amp repeat amp I told anyon call polic I would help anyon would jail amp I would homeless kid whyididntreport",579
"whyididntreport I want go away",580
"whyididntreport realdonaldtrump nI lose job nand go hell",581
"10 year later I still cannot say word loud n nmay 22 2008 right sunset chestnutwold elementari school park lot n n whyididntreport",582
"deray sallykohn whyididntreport hypocrit http co m5k8cumf3g",583
"whyididntreport peopl share u2019t report sexual xa0assault http co adka7nvjti http co hypuu8uxp",584
"whyididntreport MS piano teacher expos told adult said let get new teacher rape 15 famili would caus hard feel 20 work VP everyon like that S freak monster michael cohen your don T report",585
"whyididntreport In 1979 I 19 I assault left side road pour rain 22 mile home My parent told forget happen nice girl",586
"pleas rememb realdonaldtrump wife first one actual testifi court trump rape she took back b c want yet still fuck presid n n whyididntreport",587
"right go I drug roommat boyfriend friend could rape I cri I pass when I came told normal colleg experi I told boyfriend call liar whyididntreport",588
"alyssa_milano realdonaldtrump whyididntreport I I told mean He love Me wtf girl idea love sex I six",589
"whyididntreport http co exhzef129g",590
"I know last name I knew noth would happen I destroy process that whyididntreport thi year time I forc report noth happen I destroy process",591
"alyssa_milano dicksp8jr realdonaldtrump whyididntreport nI molest 8 golf pro friend father told dad pick lesson wa call liar forc take lesson 3x week 8 week",592
"whyididntreport nthi thi thi nhttp co i6cog0qdn6",593
"whyididntreport I mayb 8 grown man belov church organist",594
"pomodoro techniqu gamif http co kyuplikaoq whyididntreport rosenstein 25th amend fridayfeel internationaldayofpeac addison russel flashbackfriday jeff banist kevin hart mister roger",595
"whyididntreport told male lawyer friend year later happen dorm room sleep I said that rape He said It fulli rape",596
"I know year old second hand stori rosenstein drop kavanaugh hear still happen hashtag much relev impact stori happen whyididntreport",597
"whyididntreport n nbecaus even 3 quarter women know ass lie http co ns3klql6hp",598
"thi took lot write thank everyon reach privat sinc read and I send love strength everyon post whyididntreport stori today",599
"I u2019t whyididntreport stori I stand support everyon decid share send hug comfort stay courag",600
"becaus I want know I get blame whyididntreport",601
"just look treat and ask report whyididntreport",602
"the presid unit state disgrac and peopl wonder whyididntreport top trend topic right when presid tri discredit sexual assault survivor prove sexual assault survivor come forward",603
"whyididntreport n nshe told cop would alway believ bcuz u2019 white woman ima black man n u0001f621 u0001f621 u0001f621 u0001f621 nand I u2019t tryna go like emmitt till http co qas76gpy8r",604
"rape survivor share whi they stay quiet In power whyididntreport tweet nhttp co uxeie3mpz",605
"and wonder report n whyididntreport http co qqmb5dcuuu",606
"thisshall2pass I woman amp I say whatev I want amp accus anyon I want everyon expect believ other told shut kavanaughaccus christineblaseyford whyididntreport",607
"whyididntreport u0645 u062d u0645 u062f u0637 u0646 u0627 u0648 u0639 u0648 u062f u0628 u062a u0646 u0641 u064a u0630 u0627 u0644 u0648 u0627 u062c u0647 u0647 u0627 u0644 u0628 u062d u0631 u064a u0629 u0641 u064a u0627 u0644 u062c u0647 u0631 u0627 u0621 n http co yju470vv2p",608
"thi I unreport assault near rape stori childhood high school colleg I place emot I drown feel right veri grate peopl speak ibelieveh ibelievey whyididntreport http co 0mv8tnk68r",609
"shannoncoult 3 marin rape 2 colleg student DA u2019t file ncharg n whyididntreport nhttp co 7nz3pdh76i n n ibelievechristineblaseyford ibelievechristineblaseyford",610
"the whyididntreport heartbreak madden thi exampl set past continu perpetu today when chang when enough final enough ibelievey",611
"I 18 UT 35 amp talent agent LA I thought I special amp experi men He repeatedli forc even I said caus bleed year later I learn bc metoo MO whyididntreport",612
"whyididntreport becaus famili front everyon one said anyth neither I buy insid I crush one would consid grope sexual assault I man",613
"becaus I u2019m gay peopl would say I want whyididntreport",614
"trump u2019 comment produc widespread backlash lawmak u2014 includ coupl key republican senat u2014 advoc victim sexual assault By friday afternoon hashtag whyididntreport trend twitter http co szvu3qfw",615
"alyssa_milano 9 11 year old I did tell n nI silenc parent everi adult I told amp eventu I silenc bc I handl told I matter that made want die n nI understand peopl report n n whyididntreport survivor I believ you",616
"and I broke free I got ran fast I could I saw tri grab ankl miss My hair full sand cloth dirti I mess I look back I got I saw peopl run whyididntreport",617
"these whyididntreport tweet absolut devast",618
"whyididntreport I think anyon would believ I right wrong I care anyon would believ",619
"whyididntreport becaus I 3 consid famili secret sick peopl say time limit justic tell stori",620
"whyididntreport take twitter http co l2c56snguv",621
"whyididntreport webelievechristin http co 65va6s0cez",622
"alesiacato realdonaldtrump presssec brettkavanaugh speakerryan senatemajldr housegop senategop msnbc ac360 cnntonight maddow cnnbrk senatorcollin lisamurkowski lindseygrahamsc chuckgrassley thelastword senatortimscott like juanita broaddrick real rape matter dem kavanaugh kavanaughaccus metoo vaginahat metooliar scotu walkaway maga fordthefraud christinablaseyford drfraud confirmkavanaugh resist istandwithbrett hillary2020 whyididntreport resist http co gy7lplbt4h",623
"I rape babi rapist I 15 year old I report rape author howev given within jurisdict noth happen I worst high school experi everyon turn stopvictimsham whyididntreport",624
"dustingiebel My abus stepfath deacon sunday school teacher drove church bu We church 6 day week that appl cart seem insurmount when kid know noth I tri stay away whyididntreport",625
"I 12 go 13 He molest sex best friend It first time I ever drank whyididntreport",626
"anyon say assault happen report take time read whyididntreport tweet learn peopl keep quiet rape assault abus",627
"america Is asham n whenwillthisnightmarebeov n makeamericagreatagain they say n thisisamerica n yourpresidentnotmin n whyididntreport http co 8cqwquv0hm",628
"whyididntreport would believ 12 13 14 15 16 year old 60 nA doctor less",629
"whyididntreport whywomendontreport http co nuwl7sgyqi",630
"zerlinamaxwel cmclymer I afraid would retali I got troubl He tri kill anyway dad shot death protect whyididntreport",631
"He well like employe school nobodi believ thing whyididntreport",632
"becaus I 16 I knew like becaus I abl stop becaus went silent I felt reject asham I felt like I done someth wrong becaus I understand attempt rape n whyididntreport",633
"who would I report whyididntreport",634
"gop senatemajldr senategop senjudiciari senatorcollin lindseygrahamsc senorrinhatch lisamurkowski senbobcork n dearprofessorford whyididntreport http co bbcky9hkfr",635
"TW whyididntreport nrape form sexual assault nhe famili friend amp I 3 nhe expos amp I 10 nhe grab breast amp I 15 nhe touch I trap car nhe held head amp forcibl kiss nshe friend amp I 6 7",636
"what cute pack cat catsoftwitt catsofinstagram catsinam18 dog dog doglov doglov dogsoftwitt pet pettwitt petsmart petslov whyididntreport friyay fridayfeel fridaymood flashbackfriday http co 73lxeewept",637
"whyididntreport becaus religion teach women fault rapist deserv sympathi even respect religi women think immor somehow fail god rape report rape etc http co rithaltxpv",638
"one day made sexual advanc I rebuf He proceed hold halo head violent rape I report told live togeth son togeth would believ whyididntreport",639
"I 9 first time terrifi I assault year earli 20 By famili friend stranger knive stranger threat soccer team I felt asham unlov unworthi suicid A court case last thing I need whyididntreport",640
"whyididntreport http co r1tj4shqit",641
"whyididntreport uncl I 7 one would believ",642
"rosaclement whyididntreport hypocrit http co cqchkbjqap",643
"sjybtc read hashtag whyididntreport nthere mani reason may report time nthe therapist acknowledg told kavanaugh nomin that detail miss",644
"I memor long script I got diann feinstein first whyididntreport",645
"I never felt sad angri time I read whyididntreport tweet",646
"therickydavila In high school I heard girl gang rape the commun shun So whyididntreport pain obviou boy men rape 10x bad We believ We hear We love",647
"girlsreallyrul choo_ek 15 year old I told school counselor fact later therapist the counselor therapist told report boy drunk and boy would brand life I pay price whyididntreport",648
"sinc let quot tweet whyididntreport http co sctbzocuz9",649
"dustingiebel becaus dad friend whyididntreport",650
"I date rape 20 student colleg I interest guy I let drive home parti instead took home amp rape I imtox never forget say u201cno u201d tri push whyididntreport",651
"whyididntreport then scare asham hurt suicid happen two week got hear judg say believ suffici physic evid she watch rapist get walk 5",652
"gop senatemajldr senategop senjudiciari senatorcollin lindseygrahamsc senorrinhatch lisamurkowski senbobcork n dearprofessorford whyididntreport http co adwusxvvb6",653
"realdonaldtrump whitehous presssec brettkavanaugh speakerryan senatemajldr housegop senategop msnbc chuckgrassley johncornyn lindseygrahamsc senatorcollin lisamurkowski sentedcruz senatejudiciari ac360 cnntonight maddow cnnbrk whyididntreport http co xpyrteecbw",654
"whyididntreport take twitter http co nu9okktftm",655
"brasilmag yep whyididntreport",656
"they win they alway win read judg 19 22 30 It could alway wors whyididntreport",657
"see lot whyididntreport still afraid tell stori",658
"whyididntreport I brought cathol amp guilt amp shame instil earli age I actual thought fault then went uni amp forc live rapist amp see one challeng toler made guilt shame return",659
"whyididntreport you know realdonaldtrump I even know happen sexual assault 30 year later I thought man insist sex I said I want I actual thought guy asshol",660
"timoun al li kek twit nan hashtag sa whyididntreport bagay la bay k xe8 plen reportyourabus paf xe8silan",661
"here u2019 reason n whyididntreport http co 6n9b82lane",662
"when guy one consid desir known I sometim touch crush 90 I blame then friend believ want beat idea justic either whyididntreport",663
"realdonaldtrump I 17 26 friend famili My mother told clean blood think whi make mad whyididntreport",664
"I nnoth happen nwa told I lie make stori react n nwhi reliv terrifi moment report men word final n njust ask amber wyatt njust ask anita hill njust ask Dr ford n n ibelievechristineblaseyford n whyididntreport",665
"I went hospit told perform rape kit the polic offic shrug said common I went home scrub skin raw whyididntreport",666
"whyididntreport http co av1i7k95lg",667
"whyididntreport back high school I told teacher male student felt class she simpli chang seat chart amp took action He student bodi org popular well like I knew one would believ I think work polit",668
"the man work hous touch inappropri parent look I 4 know better whyididntreport",669
"stovallband realdonaldtrump but conveni come right unhing democrat meltdown scotu confirm vote right u0001f644 how often pathet scheme use republican n ngive rest whyididntreport confirmbrettkavanaughnow trump2020 http co vtjxdamnnh",670
"becaus happen what say person Am I perpetu victim becaus mayb realli fault sinc happen right whyididntreport",671
"BC I embarrass u2019t think anyon would believ whyididntreport",672
"whyididntreport play opposit question head I invit I wore skirt He popular I confus 16 u2019t understand happen recent I u2019m 28 final told mom brother month ago",673
"TW rape n n whyididntreport co I 19 depress 24 job who would believ",674
"hollywood weigh In On top trend whyididntreport respons To donald trump http co ivrawwjo6d",675
"alyssa_milano whitfordbradley realdonaldtrump I 13 first time I u2019m 48 told one person ever metoo whyididntreport",676
"whyididntreport kavanaugh commut childhood sex assault http co wj4ltbe9qq",677
"women never believ but mean report assault believ n whyididntreport",678
"after trump lash sexual assault survivor share whyididntreport http co jr5ubukiz5",679
"whyididntreport I felt bad enough report I felt noth would happen way prove I felt asham I let get situat I continu let man around week even though I knew better",680
"2 Me He gone DA If come back US get what should said come back thi specif counti arrest anyth got em He never arrest It 20yr whyididntreport",681
"bethbehr It hard talk thing give hope head We save futur gener girl horror We keep tell stori speak truth way forward whyididntreport timesup",682
"hey u2019al I u2019m see whyididntreport go around I want know experienc trauma need help resourc I alway believ http co ebyi1w9kfu",683
"whyididntreport http co ztzxozkrpi",684
"whyididntreport webelievechristin http co fououdgruk",685
"whyididreport n whyididntreport n nsometim matter either way http co tn3pxm25b8",686
"whyididntreport I afraid famili disappoint I conserv parent I u2019t want view weak I afraid one would believ I afraid would wors I said anyth I thought I love",687
"whyididntreport My call friend I told believ said drunk realli drug rape I report polic 6 month later noth done univers guy got suspend semest metoo",688
"becaus I knew I would blame whyididntreport",689
"whyididntreport how mani time pictur Dr ford u2019 assault she known respect professor last week now u2019 sexual assault victim despit incred courag percept forev alter I u2019t want",690
"whyididntreport u0001f62a u0001f630",691
"becaus I froze fight I shock So I told rape violent I fight whyididntreport",692
"whyididntreport fridayfeel internationaldayofpeac joker googledoodl powmiarecognitionday newmusicfriday bidencancersummit http co mtkwihjigg",693
"shishka_bob1 you use whyididntreport hashtag specif sexual assault abus pleas read exampl u2019t alreadi and u201cdon u2019t report crime polic unless alreadi proof u201d good advic victim crime",694
"My heart break read whyididntreport tweet includ I stand u0001f4aa u0001f3fc",695
"I 25 walk home night L A attack behind attempt rape badli beaten I got away passersbi interven never saw guy u2019 face u2019t report wa reliev I got away but 31 year ago amp u2019t forgotten detail whyididntreport",696
"I 15 stone room dad sergeant local polic whyididntreport",697
"whyididntreport I incapacit took two year piec togeth happen I denial hope I fear u2019t true",698
"man ndeze hastag u0001f614 n whyididntreport",699
"I 17 drunk famili friend cowork fireman also 22 I crush want hang ok fool around want sex He took cloth I evid whyididntreport",700
"whyididntreport http co z8gbyjgank",701
"trump u2019 comment produc widespread backlash lawmak u2014 includ coupl key republican senat u2014 advoc victim sexual assault By friday afternoon hashtag whyididntreport trend twitter trumpf http co zjn8wgghi6",702
"u201cw u2019r gonna plow right job u201d nthat u2019 need know It u2019 done deal they want look like u2019r hear just like other reason whyididntreport nonli one thing vote http co x8nnhpwmti",703
"whyididntreport nbecaus I 11 year old thought I would get troubl",704
"whyididntreport truth told I excess incom want pay tax I chose report ir incom tax n n dbongino ingrahamangl",705
"whyididntreport I I told teacher when state texa call move forward charg mother said want press charg I 15 scream wrestl phone I minor 1979 mother choic",706
"whyididntreport It preschool teacher uncl cousin neighbor I child",707
"I keep see whyididntreport stori I thank lord I u2019v never violat way So much love respect live nightmar",708
"jeffreyguterman realdonaldtrump whyididntreport",709
"whyididntreport I afraid lose job I babi newli marri need money He make gross comment laugh bc I guy world garag car dealership I still nurs pump storag loft",710
"foursom result 4 I drunk hurt enough safer pretend I mmf thing plan 5 I dri hump crowd train author care n6 I the case drop metoo whyididntreport",711
"men pleas read click whyididntreport hashtag read n nif still need convinc afterward probabl part problem",712
"u062a u0623 u0645 u064a u0646 u0627 u0644 u0642 u0628 u0648 u0644 u0627 u062a u0627 u0644 u062c u0627 u0645 u0639 u064a u0629 u0641 u064a u0645 u0627 u0644 u064a u0632 u064a u0627 n u0628 u0643 u0627 u0644 u0648 u0631 u064a u0648 u0633 u0645 u0627 u062c u0633 u062a u064a u0631 u062f u0643 u062a u0648 u0631 u0627 u0647 n00601128195437 nhttp co cmiqttcmbr n n u0634 u0648 u0627 u0637 u064a u0646 u0627_ u0627 u0645 u0627 u0646 u06472 u0642 u0627 u0628 u0648 u0633 oman whyididntreport u0627 u0644 u0627 u0647 u0644 u064a_ u0627 u0644 u062d u0632 u0645 rosenstein 25th_amend coyoac xe1n addison_russel manuel_negret http co qdn5cp1jpw",713
"the perp friend I still care also justic system rubbish whyididntreport http co ccswxdaud9",714
"I read whyididntreport tweet I glad peopl open experi matter pain riski but I also lose faith human civil whether realli care justic safeti",715
"whyididntreport nto everyon post experi still keep secret nit fault nyou noth wrong nyou noth asham nyou not deserv happen",716
"I report threaten I would sent back horrif situat I allow adult abus exploit sometim one around help support whyididntreport",717
"I 5 He friend father He threaten famili We militari I littl confus I still want friend whyididntreport and one I talk the molest stori go grave",718
"see whyididntreport trend sad fact much gone uncheck I know person experi lot stem idea hell would believ after accept",719
"We knew better and noth would happen 15 year later I think mani still would listen n nwe need better boy n n whyididntreport n nnote includ one comment co worker freind bf spous random",720
"whyididntreport nI grope cowork nI report boss nshe told stop flirt work",721
"3 I recent spoke and honest I feel like huge weight lift shoulder metoo whyididntreport timesup strongertogeth theresist",722
"lindseygrahamsc time littl twitter read lindseygrahamsc whyididntreport If sister darlin told assault year ago would tell delay kavanaugh nprocess",723
"grrrgraphic flashbackfriday fridayread rosenstein whyididntreport maga http co 9orpaoz4bo",724
"not everyon come forward report thing everyon reason hide world pleas respect wish make viral whyididntreport nthe govern provid secur victim",725
"whyididntreport friend I known year I know tell anyon especi mutual friend",726
"We believ mani survivor post whyididntreport stori We stand solidar metoo nhttp co gesivu0nui http co qjalmaubj3",727
"realdonaldtrump I assault By famili member here whyididntreport nmi mom mental ill she hate I told variat brother born first I your evil insid wherw cant wash young I rememb u0001f447",728
"the youth ontario niagara speak they want speak consent http co kktshsjgbr wethestudentsdonotcons whyididntreport lb",729
"realdonaldtrump whyididntreport need stop trumpdivid nhttp co b3csqqrccb",730
"triggerwarn tweetstr whyididntreport I apolog advanc when I 14 I start date first onlin boyfriend colleg student california christian uni He told lot fuck shit I share but",731
"I afraid I scare proof I sure anyon would believ whyididntreport",732
"passei uma tard inteira com ela chorando banheiro espero msm q um dia vc possam passar por cima disso u0001f49f u0001f62d whyididntreport",733
"whyididntreport there multipl reason 1 He never laid hand told want 2 He known sinc birth 80 time 3 He pastor church I attend 4 No one would fuck believ",734
"whyididntreport fridayfeel internationaldayofpeac joker googledoodl powmiarecognitionday newmusicfriday bidencancersummit http co 8cub1mgwgu",735
"If share whyididntreport stori would will talk experi us pleas repli send note dcronin npr org touch",736
"becaus boy boy I thought normal life girl n n whyididntreport",737
"whyididntreport day I still blame for fight back harder scream leav I trust men sexual I know boundari mean noth My unreact bodi mean ye men My pain pleasur",738
"whyididntreport b c dad would nkill amp end prison cuz namerica rapist right nthan victim",739
"one time I anoth countri anoth time date with anoth also date A third I drunk roommat someon told u2019t big deal they told knew I freak anyway whyididntreport",740
"I said I scare I whisper say didnt hear clean cut A student I ruin mistak car incid happen gonna believ tie seatbelt forc I like bdsm must want whyididntreport",741
"whyididntreport man depart head colleg amp trust professor I told said would retali professor grade harshli get kick colleg I call polic He done sever student dean knew care",742
"No one would care whyididntreport",743
"I stori add whyididntreport I messag n nthat object stuck dick that person they live breath dream feel that life scar dispos pleasur toy n nwhere Is your human",744
"kelly2277 thi u2b06 ufe0fne go viral mark judg defend rapist priest georgetown prep blame assault liber amp said victim homosexu amp come don let said demand investig n whyididntreport nokavanaughconfirm",745
"I 17 live small town amp known boy half life I beaten shock amp terrifi believ amp would happen I told I blame amp felt tell would bring humili shame famili whyididntreport",746
"whyididntreport peopl report peopl like victim blame",747
"He 12 year old son parent friend said play game I six whyididntreport",748
"whyididntreport molest drug store 12 yr old cop brought home step dad call slut 14 yr old step mom said tell father 15 yr old mom said tell tenant wife 36 yr old polic station said rohypnol trace wast time",749
"don u2019t forget victim fals claim america still incarcer whyididntreport",750
"whyididntreport n n u043c u043d u0435 u0431 u044b u043b u043 11 u044f u0431 u044b u043b u0430 u0432 u043d u0435 u0441 u0435 u0431 u044f u043 u0442 u0441 u0447 u0430 u0441 u0442 u044c u044f u043f u0440 u043 u0441 u0442 u043 u043f u043 u0442 u043 u043c u0443 u0447 u0442 u043 u043c u043d u0435 u0443 u0434 u0430 u043b u043 u0441 u044c u0441 u0431 u0435 u0436 u0430 u0442 u044c u0434 u043 u043c u043 u0439",751
"can u2019t say day month year locat wit name said u2019 full shite psycho member fascist left who els world internet social media expung nether land whyididntreport",752
"alyssa_milano whyididntreport http co 8stb0vsxxk",753
"after trump lash sexual assault survivor share whyididntreport http co c52lehe0c9 via mashabl",754
"trump u2019 comment produc widespread backlash lawmak u2014 includ coupl key republican senat u2014 advoc victim sexual assault By friday afternoon hashtag whyididntreport trend twitter against trump http co 9h5cqjyd2h",755
"I kid I disassoci push trauma I scare I die otherwis It taken two decad fulli rememb realli happen n n whyididntreport",756
"becaus would destroy father know neighbor 10 yr old daughter whyididntreport",757
"the fact assault charg cast bad light guy politician hero famili member partner negat mani mani reason person might report assault complet reason understand whyididntreport",758
"caus drunk whyididntreport read u0001f447 u0001f447 u0001f447 u0001f447 http co 3f0bce1qix",759
"the reason I even say loud one real life know account I live trauma whole life battl depress anxieti stem alon whyididntreport",760
"I told best friend came onto said I must mistaken whyididntreport",761
"when someon bring issu sexual assault least believ might surviv hope vent whyididntreport",762
"aynrandpaulryan Oh honey I u2019t know I hate happen and and mani other I u2019t report either multipl time whyididntreport",763
"alyssa_milano realdonaldtrump whyididntreport I 60 happen I 14 I still told anyon specif I bring I love trust person molest I felt asham",764
"whyididntreport metoo the first man tri assault famili friend the second boy first kiss both time I fought escap and time I thought fault I lucki enough I got away",765
"alyssa_milano dicksp8jr realdonaldtrump So I 16 gang rape BF friend I knew parent would help the polic offic I report take report said someon like thank nI report two dozen time happen n whyididntreport",766
"alyssa_milano politics_pr realdonaldtrump I rape foster dad I paint lie slut I report He got probat I assault adult report point whyididntreport metoo",767
"whyididntreport http co 3pxgisymlr",768
"I knew would smear charact drag dirt He well known peopl would believ taken serious So got away I almost kill whyididntreport",769
"whyididntreport u2019t realiz rape month later afraid tell anyon scare peopl would attack tell im fake",770
"realdonaldtrump whyididntreport I convinc I drunk fault At age 19 evangel christian I felt like punish sin drink much n At 35 year old I know wrong I",771
"whyididntreport n nhttp co rzckk8vfmp",772
"chang mind u2019t want look like liar whyididntreport",773
"whyididntreport mom alreadi go though someth I want caus troubl peopl life close famili",774
"becaus I u2019t know wrong I condit believ everyon cool My father friend told made feel special after 60 didn u2019t matter I 13 whyididntreport",775
"I 20 I thought like thi last shred self esteem I left I rais think rape woman fault discuss amp asham I still troubl talk whyididntreport",776
"becaus I 11 n whyididntreport",777
"survivor Of sexual assault shouldn u2019t have To speak out http co ommfvcrjlr metoo whyididntreport http co kldlhcbvs3",778
"told fault whyididntreport",779
"realdonaldtrump you trueli clueless realdonaldtrump your ignor exceed arrog To report traumat repeatedli Dr ford hero subject hell istandwithdrford n youdontgetit n whyididntreport",780
"RT lesbiantech two email seven year apart u0001f447 whyididntreport http co pvsluatumo",781
"whyididntreport friend told stupid I attent seek I worri peopl would say thing I still",782
"fridayfeel On leftist propaganda amp whyididntreport fakenew fakegoogl dnc amp follow R hypocrit turn bind eye u0001f441 real abus hap leader http co vqqvhatbfi",783
"I know chanc look I implor check whyididntreport stori I know might heartbreak read peopl gone I think vital help chang mindset societi",784
"whyididntreport My 13 daughter told judg good conscienc ruin young militari man futur one bad choic 6",785
"whi u2019t I report becaus I knew shit show would follow all women know whyididntreport",786
"becaus 1 He boss 2 becaus I got courag tell someon workplac might abl someth I got heartfelt I sorri knew done would inde go whyididntreport",787
"whyididntreport becaus even though I u2019t say I u2019t say ye either",788
"hey realdonaldtrump total piec shit now go fuck like scott said whyididntreport",789
"withdrawkavanaugh whyididntreport imwithchristin metoo http co bn6aqas0md",790
"whyididntreport I tri polic offic laugh told man tri talk nobodi will listen So got away",791
"whyididntreport I becaus I sleep like cat I caught tri break apart first tri slide glass door I bar then move offic start tri forc open window",792
"whyididntreport nobodi care one supposedli escap fight much stronger male caus psychic damag nobodi care http co qbyga9c7x0",793
"I realli acknowledg gift reason amp courag moment take action you u2019r minor perhap u2019t recogn gift help empow other great leader would whyididntreport",794
"whyididntreport bc pal sinc I u2019t rememb I trust memori lack thereof besid I proud drunk slut I u2019t know black abl consent",795
"I report told noth could done nso everi time what point whyididntreport",796
"sit cri I read whyididntreport one deserv live type trauma believ love worthi speak truth u2019 mani us stand behind u2764 ufe0f",797
"To everi brave woman man tweet whyididntreport I feel sorri reopen old wound justifi It explain kavanaugh realdonaldtrump",798
"just like drchristineblaseyford anitahil I afraid label would receiv I afraid I told stori tabl would turn peopl would tell happen fault metoo whyididntreport",799
"My list could go My list go becaus assault normal My husband amaz men never respect might respect properti long u2019 nthi life woman nthi whyididntreport n6 6",800
"whyididntreport por que quando ensinaram sobr abuso foi falando que se acontecess algo comigo seria culpa minha uma crian xe7a de 5 ano E aconteceu v xe1ria veze ma foi ensinado aceitar sem remorso",801
"whyididntreport http co asjryq5i5g",802
"top hashtag whyididntreport u2019 obviou ever sex 90 enough consent wethestudentsdonotcons onpoli",803
"I 14 conserv small town I knew rapist year He guy everyon crush I bookish daughter immigr nat time belief girl cri rape regret u201csin u201d guy I u2019t think u2019d believ n whyididntreport",804
"amanda_odom13 anasolitaria7 realdonaldtrump I glad environ felt could report I but make ana comment less true read whyididntreport thread U see overwhlem number women report amp make rape less seriou",805
"proudresist alyssa_milano realdonaldtrump what IS the law IN your state Do know pleas everyon check state sexual assault law endstatuteoflimitationsonsexualassault everywher n metoo n whyididntreport n womenunit n stopthisbloodyheartbreak n stopkavanaugh",806
"forget whyididntreport how whenididreport I demot call attack phone home I report humili men work but young know I voic anyth back",807
"whyididntreport nshame No one go believ anyway just want forget",808
"I 5 6 said would kill kitten I told anyon when I 19 felt brave enough I told boyfriend disgust shame So I never told anyon els not day n n whyididntreport",809
"reason statueoflimitaion sexual assault abduct like one describ christinablaseyford kavanaugh 1982 msford plz go use law report alleg crime whyididntreport it never late right thing",810
"back mid 70 I rape nine men they broke hous told go kill done spent two hour take turn I final convinc one help I told leader group morri n whyididntreport",811
"whyididntreport n nI 19 I terrifi asham shock I want forget I shower enough time stop feel dirti n nI want parent go pain anger dismay I close pretend life good n nyear gone",812
"you matter I believ whyididntreport http co juoq1ov5yd",813
"I end fail class I scare leav room the rapist footbal team see colleg love sport whyididntreport",814
"He member univers polic I knew would back whyididntreport",815
"whyididntreport boyfriend peopl told imposs even I taken ER twice",816
"2 right visit start arrest molest new stepdaught while bail rape woman ran bail caught amw tv never serv day whyididntreport",817
"becaus cowardli peopl think ok weigh experi determin I worthi unworthi justic becaus cowardli peopl assum man right rape u2019t assum woman right rape thi need chang whyididntreport",818
"everi 98 second american sexual assault n7 10 sexual assault go unreport nout 1000 rape 994 perpetr go jail n nwe countri without consequ peopl like realdonaldtrump still blame victim n n whyididntreport",819
"girlsreallyrul kimmaytub becaus sometim ex feel ownership bodi never ever whyididntreport",820
"whyididntreport id jail way long Im way pretti jail",821
"alyssa_milano thi first time I child report the polic bulli recant the second time I told I ask guilt sex It took eight year understand I date rape whyididntreport",822
"year later therapi case open mandatori report He pass lie detector clear minut I grill stake hour forens interview the case never went n whyididntreport",823
"whyididntreport becaus I scare 16 year old thought would blame suppos",824
"one one co worker boat the boat job amp hous amp I afraid becom homeless amp unemploy I like So I wonder friendli made fault whyididntreport",825
"becaus I 4 year old nbecaus I 7 year old nbecaus I 10 year old nbecaus I 17 year old n whyididntreport",826
"whyididntreport nI blind drunk thru teen nI sex hundr men nI mental issu nI wild parti girl control nI idea happen nI abus prescript medic nI suffer depress nI grasp realiti",827
"It 50 year ago I hitchhik It dark rape alway woman fault anyway one definit whyididntreport",828
"lollie_bbb read tweet whyididntreport",829
"whyididntreport I 10 happen mani time I went numb I want forget I still tri forget No one know stori It taken hour type post type bring tear eye pain chest",830
"whyididntreport I I four one believ would I got older If four year old say abus care care later",831
"whyididntreport I u2019t know happen wrong I older understood consent",832
"poll whi Do onli 5 minnesota democrat believ keith ellison u2019 accus whyididntreport",833
"bar manag gave shirt replac one torn said your custom thirsti cop ask I drink band manag said He wast He mean hurt boyfriend rage you must flirt you must led whyididntreport",834
"fuck realdonaldtrump n whyididntreport",835
"whyididntreport http co sbchuhpzig",836
"whyididntreport exhibit k http co bwobxn8itw",837
"realdonaldtrump becaus asshol like intimid threaten victim that whyididntreport n nhttp co mgvxnaufez",838
"becaus I told friend said fault whyididntreport",839
"kejtia I u2019m sorri kati whyididntreport drink wear short skirt I could hear doubter mile away didn u2019t deserv ask",840
